id,date,time,type,source,value
56582,2024-01-30,09:26:20.596629,humidity,z-01,24.100000381469727
56583,2024-01-30,09:26:28.138489,temperature,z-02,21
56584,2024-01-30,09:26:28.138489,humidity,z-02,26.100000381469727
56585,2024-01-30,09:26:40.873911,temperature_1,z-03,22.805744171142578
56586,2024-01-30,09:26:40.873911,temperature_2,z-03,21.487499237060547
56587,2024-01-30,09:26:40.873911,humidity,z-03,30.372272491455078
56588,2024-01-30,09:26:40.873911,pressure,z-03,1015.58154296875
56589,2024-01-30,09:26:47.324923,temperature_1,z-03,22.898649215698242
56590,2024-01-30,09:26:47.324923,temperature_2,z-03,21.485416412353516
56591,2024-01-30,09:26:47.324923,humidity,z-03,30.696800231933594
56592,2024-01-30,09:26:47.324923,pressure,z-03,1015.5634765625
56593,2024-01-30,09:26:52.290137,temperature,z-01,21.600000381469727
56594,2024-01-30,09:26:52.290137,humidity,z-01,24
56595,2024-01-30,09:27:01.336113,temperature,z-02,21
56596,2024-01-30,09:27:01.336113,humidity,z-02,26.100000381469727
56597,2024-01-30,09:27:11.735939,temperature_1,z-03,22.842906951904297
56598,2024-01-30,09:27:11.735939,temperature_2,z-03,21.50208282470703
56599,2024-01-30,09:27:11.735939,humidity,z-03,31.677188873291016
56600,2024-01-30,09:27:11.735939,pressure,z-03,1015.540283203125
56601,2024-01-30,09:27:18.261820,temperature_1,z-03,22.880067825317383
56602,2024-01-30,09:27:18.261820,temperature_2,z-03,21.512500762939453
56603,2024-01-30,09:27:18.261820,humidity,z-03,30.576519012451172
56604,2024-01-30,09:27:18.261820,pressure,z-03,1015.582275390625
56605,2024-01-30,09:27:23.876011,temperature,z-01,21.600000381469727
56606,2024-01-30,09:27:23.876011,humidity,z-01,23.899999618530273
56607,2024-01-30,09:27:34.109873,temperature,z-02,21
56608,2024-01-30,09:27:34.109873,humidity,z-02,26
56609,2024-01-30,09:27:42.675905,temperature_1,z-03,22.97297477722168
56610,2024-01-30,09:27:42.675905,temperature_2,z-03,21.518749237060547
56611,2024-01-30,09:27:42.675905,humidity,z-03,30.51524543762207
56612,2024-01-30,09:27:42.675905,pressure,z-03,1015.595947265625
56613,2024-01-30,09:27:49.134246,temperature_1,z-03,22.97297477722168
56614,2024-01-30,09:27:49.134246,temperature_2,z-03,21.52083396911621
56615,2024-01-30,09:27:49.134246,humidity,z-03,30.726301193237305
56616,2024-01-30,09:27:49.134246,pressure,z-03,1015.56298828125
56617,2024-01-30,09:27:55.375670,temperature,z-01,21.600000381469727
56618,2024-01-30,09:27:55.375670,humidity,z-01,23.899999618530273
56619,2024-01-30,09:28:10.116341,temperature,z-02,21
56620,2024-01-30,09:28:10.116341,humidity,z-02,26
56621,2024-01-30,09:28:13.676952,temperature_1,z-03,22.898649215698242
56622,2024-01-30,09:28:13.676952,temperature_2,z-03,21.54166603088379
56623,2024-01-30,09:28:13.676952,humidity,z-03,30.70587730407715
56624,2024-01-30,09:28:13.676952,pressure,z-03,1015.6005859375
56625,2024-01-30,09:28:20.577898,temperature_1,z-03,22.95439338684082
56626,2024-01-30,09:28:20.577898,temperature_2,z-03,21.537500381469727
56627,2024-01-30,09:28:20.577898,humidity,z-03,30.583328247070312
56628,2024-01-30,09:28:20.577898,pressure,z-03,1015.6015625
56629,2024-01-30,09:28:27.016266,temperature,z-01,21.600000381469727
56630,2024-01-30,09:28:27.016266,humidity,z-01,23.899999618530273
56631,2024-01-30,09:28:43.267765,temperature,z-02,21
56632,2024-01-30,09:28:43.267765,humidity,z-02,26
56633,2024-01-30,09:28:44.679193,temperature_1,z-03,22.991554260253906
56634,2024-01-30,09:28:44.679193,temperature_2,z-03,21.539583206176758
56635,2024-01-30,09:28:44.679193,humidity,z-03,30.871543884277344
56636,2024-01-30,09:28:44.679193,pressure,z-03,1015.6142578125
56637,2024-01-30,09:28:51.357047,temperature_1,z-03,22.95439338684082
56638,2024-01-30,09:28:51.357047,temperature_2,z-03,21.535417556762695
56639,2024-01-30,09:28:51.357047,humidity,z-03,30.615100860595703
56640,2024-01-30,09:28:51.357047,pressure,z-03,1015.587158203125
56641,2024-01-30,09:28:58.547478,temperature,z-01,21.600000381469727
56642,2024-01-30,09:28:58.547478,humidity,z-01,23.799999237060547
56643,2024-01-30,09:29:15.532263,temperature_1,z-03,22.9172306060791
56644,2024-01-30,09:29:15.532263,temperature_2,z-03,21.547916412353516
56645,2024-01-30,09:29:15.532263,humidity,z-03,31.64314842224121
56646,2024-01-30,09:29:15.532263,pressure,z-03,1015.59716796875
56647,2024-01-30,09:29:15.971074,temperature,z-02,21
56648,2024-01-30,09:29:15.971074,humidity,z-02,26
56649,2024-01-30,09:29:22.115857,temperature_1,z-03,22.9172306060791
56650,2024-01-30,09:29:22.115857,temperature_2,z-03,21.549999237060547
56651,2024-01-30,09:29:22.115857,humidity,z-03,30.397235870361328
56652,2024-01-30,09:29:22.115857,pressure,z-03,1015.60791015625
56653,2024-01-30,09:29:29.987226,temperature,z-01,21.600000381469727
56654,2024-01-30,09:29:29.987226,humidity,z-01,23.799999237060547
56655,2024-01-30,09:29:46.465039,temperature_1,z-03,22.97297477722168
56656,2024-01-30,09:29:46.465039,temperature_2,z-03,21.547916412353516
56657,2024-01-30,09:29:46.465039,humidity,z-03,30.46531867980957
56658,2024-01-30,09:29:46.465039,pressure,z-03,1015.58544921875
56659,2024-01-30,09:29:48.885252,temperature,z-02,21
56660,2024-01-30,09:29:48.885252,humidity,z-02,26
56661,2024-01-30,09:29:53.183625,temperature_1,z-03,22.95439338684082
56662,2024-01-30,09:29:53.183625,temperature_2,z-03,21.547916412353516
56663,2024-01-30,09:29:53.183625,humidity,z-03,30.381349563598633
56664,2024-01-30,09:29:53.183625,pressure,z-03,1015.5849609375
56665,2024-01-30,09:30:01.570369,temperature,z-01,21.700000762939453
56666,2024-01-30,09:30:01.570369,humidity,z-01,23.899999618530273
56667,2024-01-30,09:30:17.264479,temperature_1,z-03,22.97297477722168
56668,2024-01-30,09:30:17.264479,temperature_2,z-03,21.547916412353516
56669,2024-01-30,09:30:17.264479,humidity,z-03,30.413122177124023
56670,2024-01-30,09:30:17.264479,pressure,z-03,1015.595458984375
56671,2024-01-30,09:30:21.676465,temperature,z-02,21
56672,2024-01-30,09:30:21.676465,humidity,z-02,26
56673,2024-01-30,09:30:23.954761,temperature_1,z-03,22.93581199645996
56674,2024-01-30,09:30:23.954761,temperature_2,z-03,21.543750762939453
56675,2024-01-30,09:30:23.954761,humidity,z-03,30.438085556030273
56676,2024-01-30,09:30:23.954761,pressure,z-03,1015.6103515625
56677,2024-01-30,09:30:33.039214,temperature,z-01,21.700000762939453
56678,2024-01-30,09:30:33.039214,humidity,z-01,23.700000762939453
56679,2024-01-30,09:30:48.379093,temperature_1,z-03,22.95439338684082
56680,2024-01-30,09:30:48.379093,temperature_2,z-03,21.558332443237305
56681,2024-01-30,09:30:48.379093,humidity,z-03,30.45850944519043
56682,2024-01-30,09:30:48.379093,pressure,z-03,1015.593017578125
56683,2024-01-30,09:30:54.841999,temperature_1,z-03,22.991554260253906
56684,2024-01-30,09:30:54.841999,temperature_2,z-03,21.56041717529297
56685,2024-01-30,09:30:54.841999,humidity,z-03,29.73456382751465
56686,2024-01-30,09:30:54.841999,pressure,z-03,1015.601318359375
56687,2024-01-30,09:30:54.858448,temperature,z-02,21
56688,2024-01-30,09:30:54.858448,humidity,z-02,26
56689,2024-01-30,09:31:04.748812,temperature,z-01,21.700000762939453
56690,2024-01-30,09:31:04.748812,humidity,z-01,23.799999237060547
56691,2024-01-30,09:31:19.426822,temperature_1,z-03,23.047298431396484
56692,2024-01-30,09:31:19.426822,temperature_2,z-03,21.568750381469727
56693,2024-01-30,09:31:19.426822,humidity,z-03,30.569711685180664
56694,2024-01-30,09:31:19.426822,pressure,z-03,1015.623291015625
56695,2024-01-30,09:31:25.794844,temperature_1,z-03,23.047298431396484
56696,2024-01-30,09:31:25.794844,temperature_2,z-03,21.566667556762695
56697,2024-01-30,09:31:25.794844,humidity,z-03,30.463048934936523
56698,2024-01-30,09:31:25.794844,pressure,z-03,1015.61474609375
56699,2024-01-30,09:31:27.877171,temperature,z-02,21.100000381469727
56700,2024-01-30,09:31:27.877171,humidity,z-02,26
56701,2024-01-30,09:31:36.389220,temperature,z-01,21.700000762939453
56702,2024-01-30,09:31:36.389220,humidity,z-01,23.700000762939453
56703,2024-01-30,09:31:50.187743,temperature_1,z-03,23.028717041015625
56704,2024-01-30,09:31:50.187743,temperature_2,z-03,21.581249237060547
56705,2024-01-30,09:31:50.187743,humidity,z-03,30.45397186279297
56706,2024-01-30,09:31:50.187743,pressure,z-03,1015.6142578125
56707,2024-01-30,09:31:56.555821,temperature_1,z-03,23.065879821777344
56708,2024-01-30,09:31:56.555821,temperature_2,z-03,21.579166412353516
56709,2024-01-30,09:31:56.555821,humidity,z-03,30.476665496826172
56710,2024-01-30,09:31:56.555821,pressure,z-03,1015.62353515625
56711,2024-01-30,09:32:03.383291,temperature,z-02,21.100000381469727
56712,2024-01-30,09:32:03.383291,humidity,z-02,25.899999618530273
56713,2024-01-30,09:32:07.803369,temperature,z-01,21.700000762939453
56714,2024-01-30,09:32:07.803369,humidity,z-01,23.799999237060547
56715,2024-01-30,09:32:21.164289,temperature_1,z-03,23.028717041015625
56716,2024-01-30,09:32:21.164289,temperature_2,z-03,21.575000762939453
56717,2024-01-30,09:32:21.164289,humidity,z-03,30.281494140625
56718,2024-01-30,09:32:21.164289,pressure,z-03,1015.595947265625
56719,2024-01-30,09:32:27.554158,temperature_1,z-03,22.880067825317383
56720,2024-01-30,09:32:27.554158,temperature_2,z-03,21.579166412353516
56721,2024-01-30,09:32:27.554158,humidity,z-03,30.331422805786133
56722,2024-01-30,09:32:27.554158,pressure,z-03,1015.623779296875
56723,2024-01-30,09:32:36.345194,temperature,z-02,21
56724,2024-01-30,09:32:36.345194,humidity,z-02,25.899999618530273
56725,2024-01-30,09:32:41.228155,temperature,z-01,21.700000762939453
56726,2024-01-30,09:32:41.228155,humidity,z-01,23.600000381469727
56727,2024-01-30,09:32:52.088603,temperature_1,z-03,23.010135650634766
56728,2024-01-30,09:32:52.088603,temperature_2,z-03,21.570833206176758
56729,2024-01-30,09:32:52.088603,humidity,z-03,30.35184669494629
56730,2024-01-30,09:32:52.088603,pressure,z-03,1015.616455078125
56731,2024-01-30,09:32:58.506859,temperature_1,z-03,22.95439338684082
56732,2024-01-30,09:32:58.506859,temperature_2,z-03,21.57291603088379
56733,2024-01-30,09:32:58.506859,humidity,z-03,30.619638442993164
56734,2024-01-30,09:32:58.506859,pressure,z-03,1015.599609375
56735,2024-01-30,09:33:09.340288,temperature,z-02,21.100000381469727
56736,2024-01-30,09:33:09.340288,humidity,z-02,25.899999618530273
56737,2024-01-30,09:33:12.974443,temperature,z-01,21.700000762939453
56738,2024-01-30,09:33:12.974443,humidity,z-01,23.600000381469727
56739,2024-01-30,09:33:23.101265,temperature_1,z-03,22.9172306060791
56740,2024-01-30,09:33:23.101265,temperature_2,z-03,21.58333396911621
56741,2024-01-30,09:33:23.101265,humidity,z-03,31.141605377197266
56742,2024-01-30,09:33:23.101265,pressure,z-03,1015.621337890625
56743,2024-01-30,09:33:29.510248,temperature_1,z-03,22.9172306060791
56744,2024-01-30,09:33:29.510248,temperature_2,z-03,21.59166717529297
56745,2024-01-30,09:33:29.510248,humidity,z-03,30.44489288330078
56746,2024-01-30,09:33:29.510248,pressure,z-03,1015.636962890625
56747,2024-01-30,09:33:42.304851,temperature,z-02,21.100000381469727
56748,2024-01-30,09:33:42.304851,humidity,z-02,25.899999618530273
56749,2024-01-30,09:33:44.409557,temperature,z-01,21.700000762939453
56750,2024-01-30,09:33:44.409557,humidity,z-01,23.700000762939453
56751,2024-01-30,09:33:54.004555,temperature_1,z-03,23.065879821777344
56752,2024-01-30,09:33:54.004555,temperature_2,z-03,21.587499618530273
56753,2024-01-30,09:33:54.004555,humidity,z-03,30.45397186279297
56754,2024-01-30,09:33:54.004555,pressure,z-03,1015.61279296875
56755,2024-01-30,09:34:00.443501,temperature_1,z-03,22.97297477722168
56756,2024-01-30,09:34:00.443501,temperature_2,z-03,21.589582443237305
56757,2024-01-30,09:34:00.443501,humidity,z-03,30.57198143005371
56758,2024-01-30,09:34:00.443501,pressure,z-03,1015.65478515625
56759,2024-01-30,09:34:15.153302,temperature,z-02,21.100000381469727
56760,2024-01-30,09:34:15.153302,humidity,z-02,25.899999618530273
56761,2024-01-30,09:34:16.130390,temperature,z-01,21.700000762939453
56762,2024-01-30,09:34:16.130390,humidity,z-01,23.700000762939453
56763,2024-01-30,09:34:24.791281,temperature_1,z-03,22.95439338684082
56764,2024-01-30,09:34:24.791281,temperature_2,z-03,21.59375
56765,2024-01-30,09:34:24.791281,humidity,z-03,30.034128189086914
56766,2024-01-30,09:34:24.791281,pressure,z-03,1015.63623046875
56767,2024-01-30,09:34:31.365812,temperature_1,z-03,23.047298431396484
56768,2024-01-30,09:34:31.365812,temperature_2,z-03,21.59583282470703
56769,2024-01-30,09:34:31.365812,humidity,z-03,30.165754318237305
56770,2024-01-30,09:34:31.365812,pressure,z-03,1015.62890625
56771,2024-01-30,09:34:47.840335,temperature,z-01,21.700000762939453
56772,2024-01-30,09:34:47.840335,humidity,z-01,23.700000762939453
56773,2024-01-30,09:34:48.459892,temperature,z-02,21.100000381469727
56774,2024-01-30,09:34:48.459892,humidity,z-02,25.899999618530273
56775,2024-01-30,09:34:55.715078,temperature_1,z-03,23.028717041015625
56776,2024-01-30,09:34:55.715078,temperature_2,z-03,21.606250762939453
56777,2024-01-30,09:34:55.715078,humidity,z-03,30.181640625
56778,2024-01-30,09:34:55.715078,pressure,z-03,1015.666259765625
56779,2024-01-30,09:35:02.215945,temperature_1,z-03,23.065879821777344
56780,2024-01-30,09:35:02.215945,temperature_2,z-03,21.606250762939453
56781,2024-01-30,09:35:02.215945,humidity,z-03,30.10675048828125
56782,2024-01-30,09:35:02.215945,pressure,z-03,1015.646484375
56783,2024-01-30,09:35:19.536090,temperature,z-01,21.700000762939453
56784,2024-01-30,09:35:19.536090,humidity,z-01,23.600000381469727
56785,2024-01-30,09:35:21.259851,temperature,z-02,21.100000381469727
56786,2024-01-30,09:35:21.259851,humidity,z-02,25.899999618530273
56787,2024-01-30,09:35:26.665502,temperature_1,z-03,22.898649215698242
56788,2024-01-30,09:35:26.665502,temperature_2,z-03,21.61458396911621
56789,2024-01-30,09:35:26.665502,humidity,z-03,30.37000274658203
56790,2024-01-30,09:35:26.665502,pressure,z-03,1015.639404296875
56791,2024-01-30,09:35:33.130264,temperature_1,z-03,23.12162208557129
56792,2024-01-30,09:35:33.130264,temperature_2,z-03,21.612499237060547
56793,2024-01-30,09:35:33.130264,humidity,z-03,30.12490463256836
56794,2024-01-30,09:35:33.130264,pressure,z-03,1015.65234375
56795,2024-01-30,09:35:51.190297,temperature,z-01,21.700000762939453
56796,2024-01-30,09:35:51.190297,humidity,z-01,23.5
56797,2024-01-30,09:35:57.060286,temperature,z-02,21
56798,2024-01-30,09:35:57.060286,humidity,z-02,25.799999237060547
56799,2024-01-30,09:35:57.625263,temperature_1,z-03,23.10304069519043
56800,2024-01-30,09:35:57.625263,temperature_2,z-03,21.62708282470703
56801,2024-01-30,09:35:57.625263,humidity,z-03,30.283763885498047
56802,2024-01-30,09:35:57.625263,pressure,z-03,1015.6240234375
56803,2024-01-30,09:36:04.123884,temperature_1,z-03,23.047298431396484
56804,2024-01-30,09:36:04.123884,temperature_2,z-03,21.631250381469727
56805,2024-01-30,09:36:04.123884,humidity,z-03,30.304189682006836
56806,2024-01-30,09:36:04.123884,pressure,z-03,1015.662353515625
56807,2024-01-30,09:36:22.936291,temperature,z-01,21.700000762939453
56808,2024-01-30,09:36:22.936291,humidity,z-01,23.5
56809,2024-01-30,09:36:28.605801,temperature_1,z-03,23.10304069519043
56810,2024-01-30,09:36:28.605801,temperature_2,z-03,21.633333206176758
56811,2024-01-30,09:36:28.605801,humidity,z-03,29.602937698364258
56812,2024-01-30,09:36:28.605801,pressure,z-03,1015.62890625
56813,2024-01-30,09:36:29.942541,temperature,z-02,21
56814,2024-01-30,09:36:29.942541,humidity,z-02,25.799999237060547
56815,2024-01-30,09:36:35.037244,temperature_1,z-03,22.991554260253906
56816,2024-01-30,09:36:35.037244,temperature_2,z-03,21.62708282470703
56817,2024-01-30,09:36:35.037244,humidity,z-03,30.31326675415039
56818,2024-01-30,09:36:35.037244,pressure,z-03,1015.609130859375
56819,2024-01-30,09:36:54.387987,temperature,z-01,21.700000762939453
56820,2024-01-30,09:36:54.387987,humidity,z-01,23.700000762939453
56821,2024-01-30,09:36:59.619700,temperature_1,z-03,23.047298431396484
56822,2024-01-30,09:36:59.619700,temperature_2,z-03,21.637500762939453
56823,2024-01-30,09:36:59.619700,humidity,z-03,30.27695655822754
56824,2024-01-30,09:36:59.619700,pressure,z-03,1015.616943359375
56825,2024-01-30,09:37:02.936815,temperature,z-02,21
56826,2024-01-30,09:37:02.936815,humidity,z-02,25.799999237060547
56827,2024-01-30,09:37:05.974840,temperature_1,z-03,23.10304069519043
56828,2024-01-30,09:37:05.974840,temperature_2,z-03,21.637500762939453
56829,2024-01-30,09:37:05.974840,humidity,z-03,30.267879486083984
56830,2024-01-30,09:37:05.974840,pressure,z-03,1015.639892578125
56831,2024-01-30,09:37:26.052490,temperature,z-01,21.700000762939453
56832,2024-01-30,09:37:26.052490,humidity,z-01,23.600000381469727
56833,2024-01-30,09:37:30.573053,temperature_1,z-03,23.10304069519043
56834,2024-01-30,09:37:30.573053,temperature_2,z-03,21.643749237060547
56835,2024-01-30,09:37:30.573053,humidity,z-03,30.388158798217773
56836,2024-01-30,09:37:30.573053,pressure,z-03,1015.625732421875
56837,2024-01-30,09:37:35.807903,temperature,z-02,21
56838,2024-01-30,09:37:35.807903,humidity,z-02,25.799999237060547
56839,2024-01-30,09:37:36.895041,temperature_1,z-03,23.047298431396484
56840,2024-01-30,09:37:36.895041,temperature_2,z-03,21.647916793823242
56841,2024-01-30,09:37:36.895041,humidity,z-03,30.31326675415039
56842,2024-01-30,09:37:36.895041,pressure,z-03,1015.629150390625
56843,2024-01-30,09:37:57.510421,temperature,z-01,21.700000762939453
56844,2024-01-30,09:37:57.510421,humidity,z-01,23.5
56845,2024-01-30,09:38:01.364229,temperature_1,z-03,23.010135650634766
56846,2024-01-30,09:38:01.364229,temperature_2,z-03,21.647916793823242
56847,2024-01-30,09:38:01.364229,humidity,z-03,30.28830337524414
56848,2024-01-30,09:38:01.364229,pressure,z-03,1015.616943359375
56849,2024-01-30,09:38:07.724416,temperature_1,z-03,23.10304069519043
56850,2024-01-30,09:38:07.724416,temperature_2,z-03,21.64583396911621
56851,2024-01-30,09:38:07.724416,humidity,z-03,30.392696380615234
56852,2024-01-30,09:38:07.724416,pressure,z-03,1015.667236328125
56853,2024-01-30,09:38:08.568874,temperature,z-02,21
56854,2024-01-30,09:38:08.568874,humidity,z-02,25.799999237060547
56855,2024-01-30,09:38:29.140190,temperature,z-01,21.799999237060547
56856,2024-01-30,09:38:29.140190,humidity,z-01,23.600000381469727
56857,2024-01-30,09:38:32.507618,temperature_1,z-03,23.14020347595215
56858,2024-01-30,09:38:32.507618,temperature_2,z-03,21.631250381469727
56859,2024-01-30,09:38:32.507618,humidity,z-03,30.177101135253906
56860,2024-01-30,09:38:32.507618,pressure,z-03,1015.642822265625
56861,2024-01-30,09:38:38.621755,temperature_1,z-03,23.084461212158203
56862,2024-01-30,09:38:38.621755,temperature_2,z-03,21.62291717529297
56863,2024-01-30,09:38:38.621755,humidity,z-03,30.26333999633789
56864,2024-01-30,09:38:38.621755,pressure,z-03,1015.629638671875
56865,2024-01-30,09:38:41.499476,temperature,z-02,21.100000381469727
56866,2024-01-30,09:38:41.499476,humidity,z-02,25.799999237060547
56867,2024-01-30,09:39:00.770448,temperature,z-01,21.799999237060547
56868,2024-01-30,09:39:00.770448,humidity,z-01,23.5
56869,2024-01-30,09:39:03.456287,temperature_1,z-03,23.028717041015625
56870,2024-01-30,09:39:03.456287,temperature_2,z-03,21.618749618530273
56871,2024-01-30,09:39:03.456287,humidity,z-03,29.94335174560547
56872,2024-01-30,09:39:03.456287,pressure,z-03,1015.65380859375
56873,2024-01-30,09:39:09.604988,temperature_1,z-03,23.084461212158203
56874,2024-01-30,09:39:09.604988,temperature_2,z-03,21.62291717529297
56875,2024-01-30,09:39:09.604988,humidity,z-03,30.129444122314453
56876,2024-01-30,09:39:09.604988,pressure,z-03,1015.639892578125
56877,2024-01-30,09:39:14.389334,temperature,z-02,21
56878,2024-01-30,09:39:14.389334,humidity,z-02,25.799999237060547
56879,2024-01-30,09:39:32.210942,temperature,z-01,21.799999237060547
56880,2024-01-30,09:39:32.210942,humidity,z-01,23.5
56881,2024-01-30,09:39:34.218572,temperature_1,z-03,22.95439338684082
56882,2024-01-30,09:39:34.218572,temperature_2,z-03,21.63541603088379
56883,2024-01-30,09:39:34.218572,humidity,z-03,30.140790939331055
56884,2024-01-30,09:39:34.218572,pressure,z-03,1015.60888671875
56885,2024-01-30,09:39:40.596114,temperature_1,z-03,23.010135650634766
56886,2024-01-30,09:39:40.596114,temperature_2,z-03,21.63541603088379
56887,2024-01-30,09:39:40.596114,humidity,z-03,30.451702117919922
56888,2024-01-30,09:39:40.596114,pressure,z-03,1015.6259765625
56889,2024-01-30,09:39:47.336780,temperature,z-02,21
56890,2024-01-30,09:39:47.336780,humidity,z-02,25.899999618530273
56891,2024-01-30,09:40:03.890258,temperature,z-01,21.799999237060547
56892,2024-01-30,09:40:03.890258,humidity,z-01,23.600000381469727
56893,2024-01-30,09:40:05.187532,temperature_1,z-03,23.047298431396484
56894,2024-01-30,09:40:05.187532,temperature_2,z-03,21.649999618530273
56895,2024-01-30,09:40:05.187532,humidity,z-03,30.324613571166992
56896,2024-01-30,09:40:05.187532,pressure,z-03,1015.59912109375
56897,2024-01-30,09:40:11.545041,temperature_1,z-03,23.12162208557129
56898,2024-01-30,09:40:11.545041,temperature_2,z-03,21.639583587646484
56899,2024-01-30,09:40:11.545041,humidity,z-03,30.204334259033203
56900,2024-01-30,09:40:11.545041,pressure,z-03,1015.62890625
56901,2024-01-30,09:40:20.052823,temperature,z-02,21
56902,2024-01-30,09:40:20.052823,humidity,z-02,25.899999618530273
56903,2024-01-30,09:40:35.348787,temperature,z-01,21.799999237060547
56904,2024-01-30,09:40:35.348787,humidity,z-01,23.600000381469727
56905,2024-01-30,09:40:36.025081,temperature_1,z-03,22.95439338684082
56906,2024-01-30,09:40:36.025081,temperature_2,z-03,21.618749618530273
56907,2024-01-30,09:40:36.025081,humidity,z-03,30.283763885498047
56908,2024-01-30,09:40:36.025081,pressure,z-03,1015.644775390625
56909,2024-01-30,09:40:42.485927,temperature_1,z-03,23.12162208557129
56910,2024-01-30,09:40:42.485927,temperature_2,z-03,21.625
56911,2024-01-30,09:40:42.485927,humidity,z-03,30.23837661743164
56912,2024-01-30,09:40:42.485927,pressure,z-03,1015.658935546875
56913,2024-01-30,09:40:52.997193,temperature,z-02,21.100000381469727
56914,2024-01-30,09:40:52.997193,humidity,z-02,25.899999618530273
56915,2024-01-30,09:41:06.889834,temperature,z-01,21.799999237060547
56920,2024-01-30,09:41:06.889834,humidity,z-01,23.600000381469727
56916,2024-01-30,09:41:06.946709,temperature_1,z-03,22.991554260253906
56917,2024-01-30,09:41:06.946709,temperature_2,z-03,21.62708282470703
56918,2024-01-30,09:41:06.946709,humidity,z-03,30.265609741210938
56919,2024-01-30,09:41:06.946709,pressure,z-03,1015.64453125
56921,2024-01-30,09:41:13.475039,temperature_1,z-03,23.12162208557129
56922,2024-01-30,09:41:13.475039,temperature_2,z-03,21.631250381469727
56923,2024-01-30,09:41:13.475039,humidity,z-03,30.35865592956543
56924,2024-01-30,09:41:13.475039,pressure,z-03,1015.646240234375
56925,2024-01-30,09:41:26.182155,temperature,z-02,21.100000381469727
56926,2024-01-30,09:41:26.182155,humidity,z-02,25.899999618530273
56927,2024-01-30,09:41:37.895934,temperature_1,z-03,23.028717041015625
56928,2024-01-30,09:41:37.895934,temperature_2,z-03,21.64583396911621
56929,2024-01-30,09:41:37.895934,humidity,z-03,30.379079818725586
56930,2024-01-30,09:41:37.895934,pressure,z-03,1015.65771484375
56931,2024-01-30,09:41:38.564377,temperature,z-01,21.799999237060547
56932,2024-01-30,09:41:38.564377,humidity,z-01,23.600000381469727
56933,2024-01-30,09:41:44.408815,temperature_1,z-03,23.12162208557129
56934,2024-01-30,09:41:44.408815,temperature_2,z-03,21.65416717529297
56935,2024-01-30,09:41:44.408815,humidity,z-03,30.310997009277344
56936,2024-01-30,09:41:44.408815,pressure,z-03,1015.66162109375
56937,2024-01-30,09:41:58.935131,temperature,z-02,21.100000381469727
56938,2024-01-30,09:41:58.935131,humidity,z-02,26.100000381469727
56939,2024-01-30,09:42:08.835054,temperature_1,z-03,23.14020347595215
56940,2024-01-30,09:42:08.835054,temperature_2,z-03,21.664583206176758
56941,2024-01-30,09:42:08.835054,humidity,z-03,30.37000274658203
56942,2024-01-30,09:42:08.835054,pressure,z-03,1015.63525390625
56943,2024-01-30,09:42:10.190251,temperature,z-01,21.799999237060547
56944,2024-01-30,09:42:10.190251,humidity,z-01,23.600000381469727
56945,2024-01-30,09:42:15.386094,temperature_1,z-03,23.047298431396484
56946,2024-01-30,09:42:15.386094,temperature_2,z-03,21.647916793823242
56947,2024-01-30,09:42:15.386094,humidity,z-03,30.297380447387695
56948,2024-01-30,09:42:15.386094,pressure,z-03,1015.569580078125
56949,2024-01-30,09:42:31.916798,temperature,z-02,21.100000381469727
56950,2024-01-30,09:42:31.916798,humidity,z-02,26.100000381469727
56951,2024-01-30,09:42:39.784860,temperature_1,z-03,22.97297477722168
56952,2024-01-30,09:42:39.784860,temperature_2,z-03,21.664583206176758
56953,2024-01-30,09:42:39.784860,humidity,z-03,30.2429141998291
56954,2024-01-30,09:42:39.784860,pressure,z-03,1015.624267578125
56955,2024-01-30,09:42:41.903617,temperature,z-01,21.799999237060547
56956,2024-01-30,09:42:41.903617,humidity,z-01,23.600000381469727
56957,2024-01-30,09:42:46.342304,temperature_1,z-03,23.10304069519043
56958,2024-01-30,09:42:46.342304,temperature_2,z-03,21.65416717529297
56959,2024-01-30,09:42:46.342304,humidity,z-03,30.21341323852539
56960,2024-01-30,09:42:46.342304,pressure,z-03,1015.615966796875
56961,2024-01-30,09:43:04.827161,temperature,z-02,21.100000381469727
56962,2024-01-30,09:43:04.827161,humidity,z-02,26.100000381469727
56963,2024-01-30,09:43:10.797073,temperature_1,z-03,23.158784866333008
56964,2024-01-30,09:43:10.797073,temperature_2,z-03,21.668750762939453
56965,2024-01-30,09:43:10.797073,humidity,z-03,30.29511260986328
56966,2024-01-30,09:43:10.797073,pressure,z-03,1015.620361328125
56967,2024-01-30,09:43:13.616441,temperature,z-01,21.799999237060547
56968,2024-01-30,09:43:13.616441,humidity,z-01,23.600000381469727
56969,2024-01-30,09:43:17.334783,temperature_1,z-03,23.12162208557129
56970,2024-01-30,09:43:17.334783,temperature_2,z-03,21.660417556762695
56971,2024-01-30,09:43:17.334783,humidity,z-03,30.065900802612305
56972,2024-01-30,09:43:17.334783,pressure,z-03,1015.6298828125
56973,2024-01-30,09:43:37.786218,temperature,z-02,21
56974,2024-01-30,09:43:37.786218,humidity,z-02,25.799999237060547
56975,2024-01-30,09:43:41.745097,temperature_1,z-03,23.233108520507812
56976,2024-01-30,09:43:41.745097,temperature_2,z-03,21.68541717529297
56977,2024-01-30,09:43:41.745097,humidity,z-03,30.229297637939453
56978,2024-01-30,09:43:41.745097,pressure,z-03,1015.65234375
